Date,Client Name,Legal Entity,Received Amount,Delivered Amount,Net Amount
2010-12-01,Barclays,CitiBank London,24938,95884,-70946
2011-01-01,Barclays,CitiBank London,26761,91466,-64705
2011-02-01,Barclays,CitiBank London,28394,92546,-64152
2011-03-01,Barclays,CitiBank London,25948,95385,-69437
2011-04-01,Barclays,CitiBank London,26623,98545,-71922
2011-05-01,Barclays,CitiBank London,28122,92485,-64363
2011-06-01,Barclays,CitiBank London,21839,91919,-70080
2011-07-01,Barclays,CitiBank London,25169,92228,-67059
2011-08-01,Barclays,CitiBank London,21284,96761,-75477
2011-09-01,Barclays,CitiBank London,31844,88737,-56893
2011-10-01,Barclays,CitiBank London,32121,89646,-57525
2011-11-01,Barclays,CitiBank London,31978,84969,-52991
2011-12-01,Barclays,CitiBank London,35781,85914,-50133
2012-01-01,Barclays,CitiBank London,34444,88132,-53688
2012-02-01,Barclays,CitiBank London,38682,86291,-47609
2012-03-01,Barclays,CitiBank London,32135,88972,-56837
2012-04-01,Barclays,CitiBank London,38445,86587,-48142
2012-05-01,Barclays,CitiBank London,34129,83998,-49869
2012-06-01,Barclays,CitiBank London,31996,82883,-50887
2012-07-01,Barclays,CitiBank London,48287,87554,-39267
2012-08-01,Barclays,CitiBank London,43441,89793,-46352
2012-09-01,Barclays,CitiBank London,44423,82951,-38528
2012-10-01,Barclays,CitiBank London,42637,84455,-41818
2012-11-01,Barclays,CitiBank London,41192,85389,-44197
2012-12-01,Barclays,CitiBank London,44923,89475,-44552
2013-01-01,Barclays,CitiBank London,43877,86139,-42262
2013-02-01,Barclays,CitiBank London,42894,86871,-43977
2013-03-01,Barclays,CitiBank London,49743,89661,-39918
2013-04-01,Barclays,CitiBank London,45631,85827,-40196
2013-05-01,Barclays,CitiBank London,57697,75595,-17898
2013-06-01,Barclays,CitiBank London,57886,75278,-17392
2013-07-01,Barclays,CitiBank London,57321,77276,-19955
2013-08-01,Barclays,CitiBank London,55196,72197,-17001
2013-09-01,Barclays,CitiBank London,51456,75747,-24291
2013-10-01,Barclays,CitiBank London,59691,79336,-19645
2013-11-01,Barclays,CitiBank London,58967,75855,-16888
2013-12-01,Barclays,CitiBank London,55892,76365,-20473
2014-01-01,Barclays,CitiBank London,54133,71239,-17106
2014-02-01,Barclays,CitiBank London,56933,76387,-19454
2014-03-01,Barclays,CitiBank London,62967,72297,-9330
2014-04-01,Barclays,CitiBank London,62439,73421,-10982
2014-05-01,Barclays,CitiBank London,61255,71579,-10324
2014-06-01,Barclays,CitiBank London,62346,77189,-14843
2014-07-01,Barclays,CitiBank London,65781,75918,-10137
2014-08-01,Barclays,CitiBank London,63421,79545,-16124
2014-09-01,Barclays,CitiBank London,66963,73597,-6634
2014-10-01,Barclays,CitiBank London,65597,73329,-7732
2014-11-01,Barclays,CitiBank London,67894,71563,-3669
2014-12-01,Barclays,CitiBank London,65717,73821,-8104
2015-01-01,Barclays,CitiBank London,71616,61178,10438
2015-02-01,Barclays,CitiBank London,78525,67811,10714
2015-03-01,Barclays,CitiBank London,73311,66233,7078
2015-04-01,Barclays,CitiBank London,75736,68127,7609
2015-05-01,Barclays,CitiBank London,77817,63345,14472
2015-06-01,Barclays,CitiBank London,74693,69718,4975
2015-07-01,Barclays,CitiBank London,77479,63946,13533
2015-08-01,Barclays,CitiBank London,72136,66657,5479
2015-09-01,Barclays,CitiBank London,77885,66351,11534
2015-10-01,Barclays,CitiBank London,78813,66976,11837
2015-11-01,Barclays,CitiBank London,81234,67535,13699
2015-12-01,Barclays,CitiBank London,88957,65338,23619
2016-01-01,Barclays,CitiBank London,87737,64878,22859
2016-02-01,Barclays,CitiBank London,87964,61657,26307
2016-03-01,Barclays,CitiBank London,81213,63244,17969
2016-04-01,Barclays,CitiBank London,82268,63772,18496
2016-05-01,Barclays,CitiBank London,87917,68534,19383
2016-06-01,Barclays,CitiBank London,88399,66642,21757
2016-07-01,Barclays,CitiBank London,83156,69178,13978
2016-08-01,Barclays,CitiBank London,82129,66257,15872
2016-09-01,Barclays,CitiBank London,91735,59728,32007
2016-10-01,Barclays,CitiBank London,91625,52326,39299
2016-11-01,Barclays,CitiBank London,91442,56133,35309
2016-12-01,Barclays,CitiBank London,99157,57419,41738
2017-01-01,Barclays,CitiBank London,99791,57981,41810
2017-02-01,Barclays,CitiBank London,92281,54623,37658
2017-03-01,Barclays,CitiBank London,95569,52796,42773
2017-04-01,Barclays,CitiBank London,96468,56335,40133
2017-05-01,Barclays,CitiBank London,95486,56886,38600
2017-06-01,Barclays,CitiBank London,92681,54994,37687
2017-07-01,Barclays,CitiBank London,103556,53617,49939
2017-08-01,Barclays,CitiBank London,102884,53919,48965
2017-09-01,Barclays,CitiBank London,102597,59762,42835
2017-10-01,Barclays,CitiBank London,102627,59342,43285
2017-11-01,Barclays,CitiBank London,105511,59188,46323
2017-12-01,Barclays,CitiBank London,109782,55637,54145
2018-01-01,Barclays,CitiBank London,104554,58167,46387
2018-02-01,Barclays,CitiBank London,104332,52725,51607
2018-03-01,Barclays,CitiBank London,108475,59238,49237
2018-04-01,Barclays,CitiBank London,106916,51855,55061
2010-01-01,Barclays,CitiBank Pune,18489,93792,-75303
2010-02-01,Barclays,CitiBank Pune,12821,99874,-87053
2010-03-01,Barclays,CitiBank Pune,12679,91758,-79079
2010-04-01,Barclays,CitiBank Pune,15965,98544,-82579
2010-05-01,Barclays,CitiBank Pune,12847,93824,-80977
2010-06-01,Barclays,CitiBank Pune,11765,92569,-80804
2010-07-01,Barclays,CitiBank Pune,14395,91765,-77370
2010-08-01,Barclays,CitiBank Pune,14733,99384,-84651
2010-09-01,Barclays,CitiBank Pune,19616,91767,-72151
2010-10-01,Barclays,CitiBank Pune,16449,92445,-75996
2010-11-01,Barclays,CitiBank Pune,25651,92333,-66682
2010-12-01,Barclays,CitiBank Pune,29555,91734,-62179
2011-01-01,Barclays,CitiBank Pune,23613,96764,-73151
2011-02-01,Barclays,CitiBank Pune,25743,92576,-66833
2011-03-01,Barclays,CitiBank Pune,21668,97554,-75886
2011-04-01,Barclays,CitiBank Pune,26275,93757,-67482
2011-05-01,Barclays,CitiBank Pune,27491,96861,-69370
2011-06-01,Barclays,CitiBank Pune,29793,97574,-67781
2011-07-01,Barclays,CitiBank Pune,23371,93787,-70416
2011-08-01,Barclays,CitiBank Pune,22748,93515,-70767
2011-09-01,Barclays,CitiBank Pune,33287,83462,-50175
2011-10-01,Barclays,CitiBank Pune,35141,82721,-47580
2011-11-01,Barclays,CitiBank Pune,35159,87142,-51983
2011-12-01,Barclays,CitiBank Pune,39744,84465,-44721
2012-01-01,Barclays,CitiBank Pune,36847,81512,-44665
2012-02-01,Barclays,CitiBank Pune,35171,82289,-47118
2012-03-01,Barclays,CitiBank Pune,33488,87872,-54384
2012-04-01,Barclays,CitiBank Pune,39921,82583,-42662
2012-05-01,Barclays,CitiBank Pune,33897,88861,-54964
2012-06-01,Barclays,CitiBank Pune,38395,82636,-44241
2012-07-01,Barclays,CitiBank Pune,46683,82388,-35705
2012-08-01,Barclays,CitiBank Pune,46352,84123,-37771
2012-09-01,Barclays,CitiBank Pune,43344,88819,-45475
2012-10-01,Barclays,CitiBank Pune,42453,87998,-45545
2012-11-01,Barclays,CitiBank Pune,44253,87574,-43321
2012-12-01,Barclays,CitiBank Pune,49769,85672,-35903
2013-01-01,Barclays,CitiBank Pune,47682,83767,-36085
2013-02-01,Barclays,CitiBank Pune,48886,83693,-34807
2013-03-01,Barclays,CitiBank Pune,42981,88266,-45285
2013-04-01,Barclays,CitiBank Pune,49627,85618,-35991
2013-05-01,Barclays,CitiBank Pune,59232,75656,-16424
2013-06-01,Barclays,CitiBank Pune,56692,74493,-17801
2013-07-01,Barclays,CitiBank Pune,54364,75622,-21258
2013-08-01,Barclays,CitiBank Pune,54112,78214,-24102
2013-09-01,Barclays,CitiBank Pune,58735,74945,-16210
2013-10-01,Barclays,CitiBank Pune,57356,72857,-15501
2013-11-01,Barclays,CitiBank Pune,54116,75234,-21118
2013-12-01,Barclays,CitiBank Pune,58694,73822,-15128
2014-01-01,Barclays,CitiBank Pune,55574,74822,-19248
2014-02-01,Barclays,CitiBank Pune,57434,77123,-19689
2014-03-01,Barclays,CitiBank Pune,67599,73762,-6163
2014-04-01,Barclays,CitiBank Pune,64825,78212,-13387
2014-05-01,Barclays,CitiBank Pune,67195,77647,-10452
2014-06-01,Barclays,CitiBank Pune,63777,75728,-11951
2014-07-01,Barclays,CitiBank Pune,66763,77233,-10470
2014-08-01,Barclays,CitiBank Pune,63522,74519,-10997
2014-09-01,Barclays,CitiBank Pune,61512,75342,-13830
2014-10-01,Barclays,CitiBank Pune,64644,76336,-11692
2014-11-01,Barclays,CitiBank Pune,66289,73411,-7122
2014-12-01,Barclays,CitiBank Pune,63772,73981,-10209
2015-01-01,Barclays,CitiBank Pune,79573,64931,14642
2015-02-01,Barclays,CitiBank Pune,78394,67241,11153
2015-03-01,Barclays,CitiBank Pune,74546,64861,9685
2015-04-01,Barclays,CitiBank Pune,78898,65125,13773
2015-05-01,Barclays,CitiBank Pune,79773,68182,11591
2015-06-01,Barclays,CitiBank Pune,79424,66672,12752
2015-07-01,Barclays,CitiBank Pune,72311,62962,9349
2015-08-01,Barclays,CitiBank Pune,75488,67567,7921
2015-09-01,Barclays,CitiBank Pune,74177,61942,12235
2015-10-01,Barclays,CitiBank Pune,78971,64376,14595
2015-11-01,Barclays,CitiBank Pune,85321,67832,17489
2015-12-01,Barclays,CitiBank Pune,83651,62963,20688
2016-01-01,Barclays,CitiBank Pune,81547,67253,14294
2016-02-01,Barclays,CitiBank Pune,84499,65334,19165
2016-03-01,Barclays,CitiBank Pune,89758,68363,21395
2016-04-01,Barclays,CitiBank Pune,87774,64666,23108
2016-05-01,Barclays,CitiBank Pune,84414,61671,22743
2016-06-01,Barclays,CitiBank Pune,87749,66553,21196
2016-07-01,Barclays,CitiBank Pune,88457,69484,18973
2016-08-01,Barclays,CitiBank Pune,82222,61649,20573
2016-09-01,Barclays,CitiBank Pune,93399,52431,40968
2016-10-01,Barclays,CitiBank Pune,98338,53551,44787
2016-11-01,Barclays,CitiBank Pune,93246,59136,34110
2016-12-01,Barclays,CitiBank Pune,92332,59366,32966
2017-01-01,Barclays,CitiBank Pune,99192,57265,41927
2017-02-01,Barclays,CitiBank Pune,92848,55397,37451
2017-03-01,Barclays,CitiBank Pune,94224,55431,38793
2017-04-01,Barclays,CitiBank Pune,96776,58121,38655
2017-05-01,Barclays,CitiBank Pune,97766,59315,38451
2017-06-01,Barclays,CitiBank Pune,93825,54168,39657
2017-07-01,Barclays,CitiBank Pune,103275,56829,46446
2017-08-01,Barclays,CitiBank Pune,109819,53874,55945
2017-09-01,Barclays,CitiBank Pune,103589,57348,46241
2017-10-01,Barclays,CitiBank Pune,109452,51788,57664
2017-11-01,Barclays,CitiBank Pune,103682,51113,52569
2017-12-01,Barclays,CitiBank Pune,107133,51967,55166
2018-01-01,Barclays,CitiBank Pune,102351,59777,42574
2018-02-01,Barclays,CitiBank Pune,109358,59289,50069
2018-03-01,Barclays,CitiBank Pune,104912,54678,50234
2018-04-01,Barclays,CitiBank Pune,107962,53428,54534
2010-01-01,Barclays,CitiBank Singapore,16451,95181,-78730
2010-02-01,Barclays,CitiBank Singapore,19728,91138,-71410
2010-03-01,Barclays,CitiBank Singapore,18292,94152,-75860
2010-04-01,Barclays,CitiBank Singapore,11458,99873,-88415
2010-05-01,Barclays,CitiBank Singapore,15762,99242,-83480
2010-06-01,Barclays,CitiBank Singapore,11846,91684,-79838
2010-07-01,Barclays,CitiBank Singapore,16288,96272,-79984
2010-08-01,Barclays,CitiBank Singapore,14756,97953,-83197
2010-09-01,Barclays,CitiBank Singapore,14345,94856,-80511
2010-10-01,Barclays,CitiBank Singapore,19583,92936,-73353
2010-11-01,Barclays,CitiBank Singapore,25563,91494,-65931
2010-12-01,Barclays,CitiBank Singapore,23434,99443,-76009
2011-01-01,Barclays,CitiBank Singapore,21293,97885,-76592
2011-02-01,Barclays,CitiBank Singapore,28435,91325,-62890
2011-03-01,Barclays,CitiBank Singapore,27873,97225,-69352
2011-04-01,Barclays,CitiBank Singapore,29511,95872,-66361
2011-05-01,Barclays,CitiBank Singapore,22763,91861,-69098
2011-06-01,Barclays,CitiBank Singapore,25262,97292,-72030
2011-07-01,Barclays,CitiBank Singapore,25744,96664,-70920
2011-08-01,Barclays,CitiBank Singapore,27897,99861,-71964
2011-09-01,Barclays,CitiBank Singapore,32638,85511,-52873
2011-10-01,Barclays,CitiBank Singapore,36162,83472,-47310
2011-11-01,Barclays,CitiBank Singapore,32275,85611,-53336
2011-12-01,Barclays,CitiBank Singapore,33716,83441,-49725
2012-01-01,Barclays,CitiBank Singapore,39876,88254,-48378
2012-02-01,Barclays,CitiBank Singapore,39988,86892,-46904
2012-03-01,Barclays,CitiBank Singapore,39961,89115,-49154
2012-04-01,Barclays,CitiBank Singapore,38598,89245,-50647
2012-05-01,Barclays,CitiBank Singapore,32824,82756,-49932
2012-06-01,Barclays,CitiBank Singapore,36499,81997,-45498
2012-07-01,Barclays,CitiBank Singapore,46387,82367,-35980
2012-08-01,Barclays,CitiBank Singapore,47268,84781,-37513
2012-09-01,Barclays,CitiBank Singapore,42876,89376,-46500
2012-10-01,Barclays,CitiBank Singapore,44824,88149,-43325
2012-11-01,Barclays,CitiBank Singapore,43622,85515,-41893
2012-12-01,Barclays,CitiBank Singapore,49748,89816,-40068
2013-01-01,Barclays,CitiBank Singapore,43528,85619,-42091
2013-02-01,Barclays,CitiBank Singapore,44616,85446,-40830
2013-03-01,Barclays,CitiBank Singapore,46376,87559,-41183
2013-04-01,Barclays,CitiBank Singapore,44828,85696,-40868
2013-05-01,Barclays,CitiBank Singapore,56437,79256,-22819
2013-06-01,Barclays,CitiBank Singapore,58857,75653,-16796
2013-07-01,Barclays,CitiBank Singapore,59929,74656,-14727
2013-08-01,Barclays,CitiBank Singapore,59996,72855,-12859
2013-09-01,Barclays,CitiBank Singapore,51763,76651,-24888
2013-10-01,Barclays,CitiBank Singapore,57868,72673,-14805
2013-11-01,Barclays,CitiBank Singapore,55525,75966,-20441
2013-12-01,Barclays,CitiBank Singapore,58434,72939,-14505
2014-01-01,Barclays,CitiBank Singapore,56891,77728,-20837
2014-02-01,Barclays,CitiBank Singapore,56638,72887,-16249
2014-03-01,Barclays,CitiBank Singapore,66168,73533,-7365
2014-04-01,Barclays,CitiBank Singapore,61854,71525,-9671
2014-05-01,Barclays,CitiBank Singapore,66152,77836,-11684
2014-06-01,Barclays,CitiBank Singapore,65276,75949,-10673
2014-07-01,Barclays,CitiBank Singapore,65324,74311,-8987
2014-08-01,Barclays,CitiBank Singapore,66344,77364,-11020
2014-09-01,Barclays,CitiBank Singapore,66215,73878,-7663
2014-10-01,Barclays,CitiBank Singapore,63378,77271,-13893
2014-11-01,Barclays,CitiBank Singapore,67164,79893,-12729
2014-12-01,Barclays,CitiBank Singapore,67952,75586,-7634
2015-01-01,Barclays,CitiBank Singapore,74772,67766,7006
2015-02-01,Barclays,CitiBank Singapore,71491,63162,8329
2015-03-01,Barclays,CitiBank Singapore,77168,67187,9981
2015-04-01,Barclays,CitiBank Singapore,71163,62468,8695
2015-05-01,Barclays,CitiBank Singapore,76953,63748,13205
2015-06-01,Barclays,CitiBank Singapore,73118,69989,3129
2015-07-01,Barclays,CitiBank Singapore,73357,61886,11471
2015-08-01,Barclays,CitiBank Singapore,73349,66524,6825
2015-09-01,Barclays,CitiBank Singapore,71153,62153,9000
2015-10-01,Barclays,CitiBank Singapore,74637,61525,13112
2015-11-01,Barclays,CitiBank Singapore,83118,62591,20527
2015-12-01,Barclays,CitiBank Singapore,85471,67536,17935
2016-01-01,Barclays,CitiBank Singapore,83193,67435,15758
2016-02-01,Barclays,CitiBank Singapore,82794,66164,16630
2016-03-01,Barclays,CitiBank Singapore,87974,67428,20546
2016-04-01,Barclays,CitiBank Singapore,88513,67583,20930
2016-05-01,Barclays,CitiBank Singapore,81617,69359,12258
2016-06-01,Barclays,CitiBank Singapore,83576,66979,16597
2016-07-01,Barclays,CitiBank Singapore,85872,68348,17524
2016-08-01,Barclays,CitiBank Singapore,88281,62686,25595
2016-09-01,Barclays,CitiBank Singapore,92517,51923,40594
2016-10-01,Barclays,CitiBank Singapore,96329,52466,43863
2016-11-01,Barclays,CitiBank Singapore,98736,55378,43358
2016-12-01,Barclays,CitiBank Singapore,95935,53578,42357
2017-01-01,Barclays,CitiBank Singapore,94299,53311,40988
2017-02-01,Barclays,CitiBank Singapore,95546,52737,42809
2017-03-01,Barclays,CitiBank Singapore,91582,57851,33731
2017-04-01,Barclays,CitiBank Singapore,97519,52638,44881
2017-05-01,Barclays,CitiBank Singapore,99655,58415,41240
2017-06-01,Barclays,CitiBank Singapore,96152,52115,44037
2017-07-01,Barclays,CitiBank Singapore,106779,56875,49904
2017-08-01,Barclays,CitiBank Singapore,105371,52915,52456
2017-09-01,Barclays,CitiBank Singapore,107356,53249,54107
2017-10-01,Barclays,CitiBank Singapore,105564,58892,46672
2017-11-01,Barclays,CitiBank Singapore,103571,59325,44246
2017-12-01,Barclays,CitiBank Singapore,108954,59573,49381
2018-01-01,Barclays,CitiBank Singapore,107818,54416,53402
2018-02-01,Barclays,CitiBank Singapore,109481,53428,56053
2018-03-01,Barclays,CitiBank Singapore,107863,53613,54250
2018-04-01,Barclays,CitiBank Singapore,109242,57667,51575
2010-01-01,Barclays,CitiBank HongKong,16875,96282,-79407
2010-02-01,Barclays,CitiBank HongKong,18929,94578,-75649
2010-03-01,Barclays,CitiBank HongKong,11973,97843,-85870
2010-04-01,Barclays,CitiBank HongKong,17764,99782,-82018
2010-05-01,Barclays,CitiBank HongKong,16921,95294,-78373
2010-06-01,Barclays,CitiBank HongKong,17884,97361,-79477
2010-07-01,Barclays,CitiBank HongKong,18151,91137,-72986
2010-08-01,Barclays,CitiBank HongKong,11285,97741,-86456
2010-09-01,Barclays,CitiBank HongKong,13561,95386,-81825
2010-10-01,Barclays,CitiBank HongKong,17511,94494,-76983
2010-11-01,Barclays,CitiBank HongKong,25375,99411,-74036
2010-12-01,Barclays,CitiBank HongKong,23893,99998,-76105
2011-01-01,Barclays,CitiBank HongKong,21945,96246,-74301
2011-02-01,Barclays,CitiBank HongKong,21534,99167,-77633
2011-03-01,Barclays,CitiBank HongKong,29124,98692,-69568
2011-04-01,Barclays,CitiBank HongKong,23713,97179,-73466
2011-05-01,Barclays,CitiBank HongKong,29618,93964,-64346
2011-06-01,Barclays,CitiBank HongKong,21526,97692,-76166
2011-07-01,Barclays,CitiBank HongKong,21294,94656,-73362
2011-08-01,Barclays,CitiBank HongKong,27431,92637,-65206
2011-09-01,Barclays,CitiBank HongKong,36926,86889,-49963
2011-10-01,Barclays,CitiBank HongKong,35428,88367,-52939
2011-11-01,Barclays,CitiBank HongKong,33371,88345,-54974
2011-12-01,Barclays,CitiBank HongKong,35233,82154,-46921
2012-01-01,Barclays,CitiBank HongKong,38251,81455,-43204
2012-02-01,Barclays,CitiBank HongKong,37385,88156,-50771
2012-03-01,Barclays,CitiBank HongKong,39353,85348,-45995
2012-04-01,Barclays,CitiBank HongKong,35598,81264,-45666
2012-05-01,Barclays,CitiBank HongKong,36362,81352,-44990
2012-06-01,Barclays,CitiBank HongKong,31162,86918,-55756
2012-07-01,Barclays,CitiBank HongKong,47168,85145,-37977
2012-08-01,Barclays,CitiBank HongKong,47185,88878,-41693
2012-09-01,Barclays,CitiBank HongKong,49382,87984,-38602
2012-10-01,Barclays,CitiBank HongKong,42797,87287,-44490
2012-11-01,Barclays,CitiBank HongKong,44287,86756,-42469
